Emotions,Path
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-04-01-02-01-19.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-07-01-02-02-19.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-07-02-01-02-19.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-04-02-01-01-19.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-08-02-01-02-19.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-08-01-02-02-19.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-03-02-01-01-19.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-03-01-02-01-19.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-02-02-02-02-19.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-02-01-01-02-19.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-03-02-02-02-19.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-03-01-01-02-19.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-02-02-01-01-19.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-02-01-02-01-19.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-05-01-02-01-19.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-06-01-02-02-19.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-06-02-01-02-19.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-05-02-01-01-19.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-07-01-01-01-19.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-04-01-01-02-19.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-04-02-02-02-19.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-07-02-02-01-19.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-08-02-02-01-19.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_19/03-01-08-01-01-01-19.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-02-02-02-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-01-01-02-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-02-01-01-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-01-02-01-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-01-02-02-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-01-02-01-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-02-01-01-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-02-01-02-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-01-01-02-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-01-01-01-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-02-02-01-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-02-02-02-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-02-02-01-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-01-01-01-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-01-01-02-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-01-01-01-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-02-02-01-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-02-02-02-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-01-02-02-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-01-02-01-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-02-01-01-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-02-01-02-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-02-01-02-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-01-02-02-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-02-01-01-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-01-02-01-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-02-02-02-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-01-01-02-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-02-02-01-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-02-02-02-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-01-01-02-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-01-01-01-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-02-01-01-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-02-01-02-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-01-02-02-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-01-02-01-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-01-01-02-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-02-02-02-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-01-02-02-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-02-01-02-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-01-01-01-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-02-02-01-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-01-01-01-10.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-02-02-02-01-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-01-02-02-10.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-03-02-01-02-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-02-01-01-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-02-01-02-10.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-04-01-02-02-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-07-01-02-01-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-02-02-01-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-02-02-02-10.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-06-01-01-02-10.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-05-01-01-01-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-01-02-01-10.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_10/03-01-08-02-01-01-10.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-02-02-01-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-02-02-02-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-01-01-02-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-01-01-01-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-02-01-01-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-02-01-02-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-01-02-02-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-01-02-01-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-01-01-01-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-02-02-01-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-01-02-01-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-02-01-01-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-01-01-02-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-02-02-02-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-01-01-02-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-02-02-02-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-01-02-01-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-02-01-01-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-02-01-01-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-02-01-02-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-01-02-02-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-01-02-01-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-02-02-01-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-02-02-02-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-01-01-02-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-01-01-01-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-01-02-02-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-02-01-02-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-02-02-01-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-01-01-01-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-02-01-02-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-01-02-02-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-01-02-02-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-01-02-01-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-02-01-01-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-02-01-02-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-01-01-02-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-01-01-01-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-02-02-01-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-02-02-02-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-02-02-02-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-01-01-02-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-01-01-02-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-01-01-01-17.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-05-02-02-01-17.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-06-02-02-02-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-01-02-02-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-01-02-01-17.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-07-02-01-01-17.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-04-02-01-02-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-02-01-01-17.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-08-01-02-01-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-02-01-02-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-03-01-02-02-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-02-02-01-17.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_17/03-01-02-01-01-01-17.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-02-02-02-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-01-01-02-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-02-01-01-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-01-02-01-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-01-02-01-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-01-02-02-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-02-01-02-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-02-01-01-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-01-01-01-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-01-01-02-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-02-02-02-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-02-02-01-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-02-02-01-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-01-01-01-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-01-01-01-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-01-01-02-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-02-02-02-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-02-02-01-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-01-02-01-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-01-02-02-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-02-01-02-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-02-01-01-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-02-01-02-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-01-02-02-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-02-01-01-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-01-02-01-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-02-02-02-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-01-01-02-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-02-02-02-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-02-02-01-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-01-01-01-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-01-01-02-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-02-01-02-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-02-01-01-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-01-02-01-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-01-02-02-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-01-01-02-04.wav
surprise,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-08-02-02-02-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-01-02-02-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-02-01-02-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-01-01-01-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-02-02-01-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-01-01-01-04.wav
calm,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-02-02-02-01-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-01-02-02-04.wav
happy,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-03-02-01-02-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-02-01-02-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-02-01-01-04.wav
disgust,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-07-01-02-01-04.wav
sad,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-04-01-02-02-04.wav
fear,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-06-02-02-02-04.wav
angry,/Users/nikhilraj/Desktop/SER-ML/AudioDatasets/Audio_Speech_Actors_01-24 2/Actor_04/03-01-05-02-02-01-04.wav
